/workspace/data/IndicSUPERB/urdu/audio
844424932923091-75-m.wav	60186
844424931326983-1056-f.wav	63530
844424932683327-397-f.wav	61301
844424932467012-318-f.wav	86936
844424932397475-318-f.wav	95481
844424931207289-237-f.wav	75419
844424931223966-1056-f.wav	75790
844424931437680-93-f.wav	93995
844424932375103-237-f.wav	72818
844424932931858-552-f.wav	123345
844424931045625-622-m.wav	69474
844424932419414-451-m.wav	80248
844424931586974-1056-f.wav	72818
844424931554341-552-f.wav	54985
844424931247388-552-f.wav	93252
844424931371241-935-f.wav	60186
844424932697245-552-f.wav	108112
844424932782123-397-f.wav	65759
844424932544321-68-m.wav	81734
844424932695592-544-m.wav	114057
844424932392104-237-f.wav	63158
844424932970058-552-f.wav	93995
844424930774692-237-f.wav	70960
844424932908626-264-m.wav	64273
844424932931873-552-f.wav	110713
844424931587676-1198-f.wav	78762
844424932424680-318-f.wav	66502
844424931564581-295-m.wav	73561
844424932916386-264-m.wav	114428
844424932812699-552-f.wav	106255
844424931315486-93-f.wav	118886
844424931510748-237-f.wav	52756
844424932576089-68-m.wav	94366
844424931286810-1121-m.wav	63901
844424930791123-1094-f.wav	65388
844424932676382-552-f.wav	100682
844424932417156-318-f.wav	72818
844424932864116-552-f.wav	115171
844424931542389-237-f.wav	88050
844424931445013-397-f.wav	91394
844424931117747-622-m.wav	75790
844424932556209-1056-f.wav	86193
844424930851860-1121-m.wav	66874
844424931541036-237-f.wav	90279
844424931341413-63-m.wav	64645
844424932525147-1056-f.wav	83220
844424930898767-237-f.wav	82849
844424930826045-935-f.wav	83592
844424932834309-617-m.wav	78391
844424931576847-237-f.wav	62415
844424931299403-397-f.wav	72446
844424932563642-181-m.wav	92880
844424932915715-1156-m.wav	82477
844424932349258-1056-f.wav	72075
844424931310278-237-f.wav	87679
844424932546745-318-f.wav	59443
844424932886688-745-f.wav	104026
844424932397553-318-f.wav	68360
844424932765503-552-f.wav	83220
844424932562793-181-m.wav	82477
844424932966861-835-m.wav	99567
844424932331378-58-f.wav	113314
844424931469889-1056-f.wav	59443
844424932572123-181-m.wav	105140
844424930688315-552-f.wav	83964
844424930892540-1056-f.wav	71703
844424931437393-544-m.wav	96595
844424930775425-651-f.wav	72446
844424932387984-552-f.wav	79877
844424932711965-1121-m.wav	99567
844424932887513-544-m.wav	106626
844424932878816-264-m.wav	114800
844424931118712-237-f.wav	70960
844424932536841-237-f.wav	88050
844424932424679-318-f.wav	68360
844424932532269-318-f.wav	98824
844424932833747-237-f.wav	54985
844424932884814-552-f.wav	147865
844424932840052-93-f.wav	105512
844424932513709-51-m.wav	79877
844424932894883-738-f.wav	109970
844424932697290-552-f.wav	120001
844424932673096-237-f.wav	68360
844424932326805-552-f.wav	84335
844424932532305-318-f.wav	46069
844424930951981-237-f.wav	62787
844424931194751-237-f.wav	79505
844424931036542-1064-f.wav	77276
844424932778304-264-m.wav	81363
844424932390241-237-f.wav	88422
844424932797409-552-f.wav	108484
844424932782365-264-m.wav	74304
844424932547113-569-m.wav	68360
844424931501366-544-m.wav	74304
844424932330959-791-f.wav	84335
844424932892895-264-m.wav	86193
844424931418503-397-f.wav	97338
844424932861015-264-m.wav	83592
844424930561388-237-f.wav	76905
844424931358470-1198-f.wav	85821
844424932354605-552-f.wav	80991
844424931528777-552-f.wav	73561
844424930608161-935-f.wav	77276
844424932546743-318-f.wav	80620
844424931136967-216-f.wav	60929
844424932579528-569-m.wav	83964
844424932362010-552-f.wav	59443
844424931470785-935-f.wav	67988
844424932512370-237-f.wav	85078
844424932710466-237-f.wav	68360
844424932969457-1049-f.wav	96595
844424931210217-397-f.wav	72446
844424931296396-237-f.wav	90651
844424931486041-237-f.wav	69474
844424932541380-552-f.wav	115914
844424932455120-318-f.wav	59815
844424931044865-1121-m.wav	82849
844424932837736-397-f.wav	55357
844424932929002-318-f.wav	66502
844424931067888-842-m.wav	93623
844424932513851-318-f.wav	67245
844424932919237-552-f.wav	73189
844424931496014-397-f.wav	104026
844424932635798-264-m.wav	83964
844424932576098-68-m.wav	74304
844424932375128-237-f.wav	82477
844424932887830-552-f.wav	99196
844424931195098-622-m.wav	101425
844424932830171-1056-f.wav	83592
844424932966913-835-m.wav	82106
844424930451156-552-f.wav	129660
844424932519845-318-f.wav	90651
844424931385783-397-f.wav	70589
844424930482362-1198-f.wav	70217
844424932513733-51-m.wav	73933
844424931714630-1064-f.wav	79505
844424932912201-1049-f.wav	57586
844424931440273-237-f.wav	95852
844424931404645-397-f.wav	60929
844424931113248-397-f.wav	71703
844424930427587-791-f.wav	125945
844424932699086-237-f.wav	95109
844424932699828-552-f.wav	83220
844424932932682-552-f.wav	84335
844424932396196-318-f.wav	86564
844424932837760-397-f.wav	63901
844424932361981-552-f.wav	111084
844424932572070-181-m.wav	78391
844424932471110-317-m.wav	83220
844424931519400-1056-f.wav	49041
844424932648695-181-m.wav	74304
844424931135058-544-m.wav	115914
844424932423006-651-f.wav	75419
844424932539045-745-f.wav	89908
844424930523374-651-f.wav	61301
844424931564567-295-m.wav	80991
844424931306370-1121-m.wav	72446
844424932837790-397-f.wav	98453
844424931576826-237-f.wav	85821
844424932915663-1156-m.wav	105883
844424932935159-318-f.wav	77648
844424930943582-842-m.wav	57586
844424932563631-181-m.wav	121487
844424932443818-318-f.wav	45697
844424932420893-318-f.wav	71703
844424932645333-1121-m.wav	85450
844424930774724-237-f.wav	67245
844424932808515-552-f.wav	79134
844424931375536-1056-f.wav	67617
844424932966360-841-f.wav	99567
844424932539845-51-m.wav	72446
844424931501745-397-f.wav	80991
844424932423251-318-f.wav	56843
844424932537563-552-f.wav	145264
844424932840159-181-m.wav	93995
844424932462524-317-m.wav	71703
844424931302546-544-m.wav	133747
844424932508611-451-m.wav	75790
844424932561420-51-m.wav	64273
844424931554339-552-f.wav	82477
844424931468283-63-m.wav	76162
844424932535556-318-f.wav	53127
844424932960902-93-f.wav	90651
844424932388045-552-f.wav	96224
844424931528673-552-f.wav	81734
844424931476964-397-f.wav	89908
844424930912060-622-m.wav	72818
844424932900417-318-f.wav	98081
844424932642261-264-m.wav	95481
844424932884764-552-f.wav	73189
844424932555302-264-m.wav	70960
844424932519965-318-f.wav	79134
844424932539380-318-f.wav	65388
844424931287828-397-f.wav	79505
844424931045582-622-m.wav	64273
844424932901516-745-f.wav	80248
844424932423835-237-f.wav	56843
844424932453558-318-f.wav	71332
844424932784219-552-f.wav	77648
844424932517090-1056-f.wav	72075
844424931324673-1056-f.wav	75419
844424932416328-58-f.wav	181673
844424931468276-63-m.wav	80991
844424931050176-842-m.wav	109598
844424932394547-318-f.wav	85450
844424932868389-264-m.wav	63530
844424931587669-1198-f.wav	91022
844424932903118-1056-f.wav	85450
844424932966937-835-m.wav	110341
844424931560426-552-f.wav	96967
844424931239085-1198-f.wav	78762
844424932812643-552-f.wav	98081
844424932547099-569-m.wav	101796
844424932582984-569-m.wav	53499
844424932735686-397-f.wav	82849
844424932830161-1056-f.wav	72446
844424930688233-552-f.wav	141177
844424932892153-397-f.wav	92137
844424932520555-569-m.wav	86193
844424930547537-1056-f.wav	60929
844424932767114-75-m.wav	62787
844424932696265-93-f.wav	102539
844424932334269-552-f.wav	89165
844424932887766-552-f.wav	92137
844424931527900-237-f.wav	80991
844424932468672-552-f.wav	173500
844424931358238-397-f.wav	66502
844424932735624-397-f.wav	68360
844424932749779-237-f.wav	79505
844424932493803-318-f.wav	85450
844424932711974-1121-m.wav	85821
844424931024221-842-m.wav	72818
844424930427613-791-f.wav	101796
844424931484546-237-f.wav	111456
844424931237003-622-m.wav	79877
844424931541110-1056-f.wav	53499
844424932392116-237-f.wav	76905
844424932699104-237-f.wav	99939
844424930791149-1094-f.wav	108484
844424931527865-237-f.wav	95481
844424932535571-318-f.wav	75419
844424930690880-1198-f.wav	76533
844424930796030-842-m.wav	133747
844424931325597-651-f.wav	118143
844424932464467-552-f.wav	95109
844424932683923-552-f.wav	100310
844424932888451-1156-m.wav	87679
844424931297232-552-f.wav	86193
844424932324138-237-f.wav	90651
844424930664397-1198-f.wav	69103
844424931463047-397-f.wav	73561
844424932558011-264-m.wav	69846
844424932780319-552-f.wav	76162
844424931512844-237-f.wav	98453
844424932520503-569-m.wav	103654
844424932550339-58-f.wav	156410
844424932535424-264-m.wav	71332
844424931299393-397-f.wav	73933
844424930599548-1056-f.wav	71332
844424932662668-93-f.wav	104397
844424930425140-1056-f.wav	101796
844424932642252-264-m.wav	73561
844424932442482-318-f.wav	70589
844424930876374-842-m.wav	76905
844424932529905-181-m.wav	64645
844424932523985-51-m.wav	94738
844424930443208-216-f.wav	39753
844424932970053-552-f.wav	118143
844424932904348-552-f.wav	113314
844424932576116-68-m.wav	79877
844424932933055-318-f.wav	65016
844424932504035-545-m.wav	114428
844424930360854-216-f.wav	75790
844424932889440-75-m.wav	57957
844424932812848-237-f.wav	68731
844424931324425-544-m.wav	98453
844424932829785-264-m.wav	78762
844424932808527-552-f.wav	70589
844424932490986-318-f.wav	54242
844424931068984-295-m.wav	89165
844424931438398-397-f.wav	89908
844424932576110-68-m.wav	67245
844424932439999-451-m.wav	85450
844424931093550-842-m.wav	69474
844424932541091-264-m.wav	77276
844424932945815-544-m.wav	65759
844424932410922-552-f.wav	82849
844424931519348-1056-f.wav	84707
844424932564436-181-m.wav	68360
844424930879808-1198-f.wav	92508
844424931069042-295-m.wav	80991
844424930671448-237-f.wav	87307
844424931152131-1121-m.wav	96595
844424931089990-237-f.wav	79877
844424932765515-552-f.wav	93995
844424932534872-451-m.wav	71703
844424931122731-15-m.wav	84707
844424932894009-58-f.wav	159753
844424932443848-318-f.wav	50898
844424932783717-75-m.wav	89908
844424932768912-552-f.wav	98453
844424931124344-544-m.wav	104026
844424931467151-1198-f.wav	80991
844424932491031-318-f.wav	86936
844424932407286-318-f.wav	96224
844424932562287-181-m.wav	80248
844424932539419-318-f.wav	47183
844424931502412-397-f.wav	66131
844424931406572-397-f.wav	67245
844424932354515-552-f.wav	139320
844424932908893-552-f.wav	78019
844424930737905-1198-f.wav	101425
844424931358472-1198-f.wav	74304
844424930730247-1094-f.wav	67988
844424930893882-791-f.wav	121115
844424932510333-552-f.wav	92508
844424931254222-397-f.wav	123716
844424932562260-181-m.wav	93252
844424932433919-318-f.wav	97710
844424932517826-181-m.wav	83964
844424932398570-318-f.wav	69846
844424931481283-1064-f.wav	110713
844424931233541-15-m.wav	129660
844424932837774-397-f.wav	89908
844424932572092-181-m.wav	92880
844424931044836-1121-m.wav	66131
844424931540974-237-f.wav	81363
844424932776388-264-m.wav	79505
844424931544907-1121-m.wav	87679
844424932850207-544-m.wav	93995
844424931036585-1064-f.wav	91394
844424932404304-58-f.wav	119258
844424932871196-552-f.wav	91765
844424930512353-935-f.wav	68360
844424932942838-1156-m.wav	58700
844424931510687-237-f.wav	80248
844424931112339-216-f.wav	79134
844424931260576-397-f.wav	75047
844424932527030-552-f.wav	78019
844424932966366-841-f.wav	72818
844424930523213-1056-f.wav	67617
844424932742600-552-f.wav	125945
844424931102814-93-f.wav	120744
